open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_vol
ume,taker_buy_quote_volume,ignore
1769126400000,2951.21,2952.54,2950.59,2951.76,833.570,1769126459999,2460170.8794
1,1849,608.222,1795065.66169,0
1769126460000,2951.75,2952.44,2951.44,2951.80,625.624,1769126519999,1846814.6045
3,1480,333.737,985147.77822,0
1769126520000,2951.81,2951.81,2947.77,2949.54,3680.032,1769126579999,10854505.46
821,4087,552.826,1630455.33708,0
